"siteid","sitename","sitedescription","indigName","indigID","indigSlug"
"6141","Dickson Camp [11F35D]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6141","Dickson Camp [11F35D]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6141","Dickson Camp [11F35D]","","Illinois","34174","illinois"
"6142","Dickson Pond [11F35P]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6142","Dickson Pond [11F35P]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6142","Dickson Pond [11F35P]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6142","Dickson Pond [11F35P]","","Illinois","34174","illinois"
"6143","Apple Creek","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6143","Apple Creek","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6143","Apple Creek","","Illinois","34174","illinois"
"6144","Carlin","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6144","Carlin","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6144","Carlin","","Illinois","34174","illinois"
"6145","Knight","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6145","Knight","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6145","Knight","","Illinois","34174","illinois"
"6146","Snyder","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6146","Snyder","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6146","Snyder","","Illinois","34174","illinois"
"6147","Pete Klunk Mound Group","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6147","Pete Klunk Mound Group","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6147","Pete Klunk Mound Group","","Illinois","34174","illinois"
"6148","Gibson Mound Group","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6148","Gibson Mound Group","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6148","Gibson Mound Group","","Illinois","34174","illinois"
"6149","Hemphill Mound","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6149","Hemphill Mound","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6149","Hemphill Mound","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6149","Hemphill Mound","","Illinois","34174","illinois"
"6150","Baehr Mound #2","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6150","Baehr Mound #2","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6150","Baehr Mound #2","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6150","Baehr Mound #2","","Illinois","34174","illinois"
"6151","Biddle Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6151","Biddle Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6151","Biddle Farm","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6151","Biddle Farm","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6151","Biddle Farm","","Illinois","34174","illinois"
"6152","Tonica Thermokarst","The fossils come from an excavation into a 3m thick silt and peat fill of a small kettle hole located 1.23 km NW of Tonica.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6152","Tonica Thermokarst","The fossils come from an excavation into a 3m thick silt and peat fill of a small kettle hole located 1.23 km NW of Tonica.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6152","Tonica Thermokarst","The fossils come from an excavation into a 3m thick silt and peat fill of a small kettle hole located 1.23 km NW of Tonica.","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6152","Tonica Thermokarst","The fossils come from an excavation into a 3m thick silt and peat fill of a small kettle hole located 1.23 km NW of Tonica.","Illinois","34174","illinois"
"6153","Jinks Hollow [23456]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6153","Jinks Hollow [23456]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6153","Jinks Hollow [23456]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6153","Jinks Hollow [23456]","","Illinois","34174","illinois"
"6154","Bell Farm [P1354]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6154","Bell Farm [P1354]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6154","Bell Farm [P1354]","","Illinois","34174","illinois"
"6155","Painter Creek","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6155","Painter Creek","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6155","Painter Creek","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6155","Painter Creek","","Illinois","34174","illinois"
"6156","Cairo","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6156","Cairo","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6156","Cairo","","Chickasaw","34323","chickasaw-2"
"6156","Cairo","","Illinois","34174","illinois"
"6156","Cairo","","Mobilian Jargon","32577","mobilian-jargon"
"6157","Golconda","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6157","Golconda","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6157","Golconda","","Illinois","34174","illinois"
"6157","Golconda","","Mobilian Jargon","32577","mobilian-jargon"
"6158","Valentine Bog","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6158","Valentine Bog","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6158","Valentine Bog","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6158","Valentine Bog","","Illinois","34174","illinois"
"6159","Woodstock","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6159","Woodstock","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6159","Woodstock","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6159","Woodstock","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6159","Woodstock","","Illinois","34174","illinois"
"6160","Russman's Farm [Rochelle]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6160","Russman's Farm [Rochelle]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6160","Russman's Farm [Rochelle]","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6160","Russman's Farm [Rochelle]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6160","Russman's Farm [Rochelle]","","Illinois","34174","illinois"
"6161","Stannard Mammoth","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6161","Stannard Mammoth","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6161","Stannard Mammoth","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6161","Stannard Mammoth","","Illinois","34174","illinois"
"6162","Dixon Mammoth","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6162","Dixon Mammoth","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6162","Dixon Mammoth","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6162","Dixon Mammoth","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6162","Dixon Mammoth","","Illinois","34174","illinois"
"6163","Renton Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6163","Renton Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6163","Renton Farm","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6163","Renton Farm","","Illinois","34174","illinois"
"6164","Maple Park","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6164","Maple Park","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6164","Maple Park","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6164","Maple Park","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6164","Maple Park","","Illinois","34174","illinois"
"6165","Pfeffer Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6165","Pfeffer Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6165","Pfeffer Farm","","Illinois","34174","illinois"
"6166","Rossville","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6166","Rossville","","Miami","34835","miami-2"
"6166","Rossville","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6166","Rossville","","Illinois","34174","illinois"
"6167","NIU-28 [Lorne Johnson Farm] [NIU-28]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6167","NIU-28 [Lorne Johnson Farm] [NIU-28]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6167","NIU-28 [Lorne Johnson Farm] [NIU-28]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6167","NIU-28 [Lorne Johnson Farm] [NIU-28]","","Illinois","34174","illinois"
"6168","NIU-123 [Forest Preserve] [NIU-123]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6168","NIU-123 [Forest Preserve] [NIU-123]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6168","NIU-123 [Forest Preserve] [NIU-123]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6168","NIU-123 [Forest Preserve] [NIU-123]","","Illinois","34174","illinois"
"6169","Manito [7800]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6169","Manito [7800]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6169","Manito [7800]","","Illinois","34174","illinois"
"6170","Busey Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6170","Busey Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6170","Busey Farm","","Illinois","34174","illinois"
"6171","George Field","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6171","George Field","","Miami","34835","miami-2"
"6171","George Field","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6172","Polecat Creek","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6172","Polecat Creek","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6172","Polecat Creek","","Illinois","34174","illinois"
"6173","New Bedford","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6173","New Bedford","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6173","New Bedford","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6173","New Bedford","","Illinois","34174","illinois"
"6174","Near Pekin","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6174","Near Pekin","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6174","Near Pekin","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6174","Near Pekin","","Illinois","34174","illinois"
"6175","Ashmore I","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6175","Ashmore I","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6175","Ashmore I","","Illinois","34174","illinois"
"6176","Ashmore II","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6176","Ashmore II","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6176","Ashmore II","","Illinois","34174","illinois"
"6177","Beecher","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6177","Beecher","","Miami","34835","miami-2"
"6177","Beecher","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6177","Beecher","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6177","Beecher","","Illinois","34174","illinois"
"6178","Purvis Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6178","Purvis Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6178","Purvis Farm","","Illinois","34174","illinois"
"6179","Mississippi River Dredge","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6179","Mississippi River Dredge","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6179","Mississippi River Dredge","","Illinois","34174","illinois"
"6179","Mississippi River Dredge","","Mobilian Jargon","32577","mobilian-jargon"
"6180","Meyer Cave","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6180","Meyer Cave","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6180","Meyer Cave","","Illinois","34174","illinois"
"6181","Hog Bluff","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6181","Hog Bluff","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6181","Hog Bluff","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6181","Hog Bluff","","Illinois","34174","illinois"
"6182","Couch Cave [Babar Cave]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6182","Couch Cave [Babar Cave]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6182","Couch Cave [Babar Cave]","","Illinois","34174","illinois"
"6183","Clear Lake Village [11T1]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6183","Clear Lake Village [11T1]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6183","Clear Lake Village [11T1]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6183","Clear Lake Village [11T1]","","Illinois","34174","illinois"
"6184","Sister's Creek Village [Whitna Village] [11F49]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6184","Sister's Creek Village [Whitna Village] [11F49]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6184","Sister's Creek Village [Whitna Village] [11F49]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6184","Sister's Creek Village [Whitna Village] [11F49]","","Illinois","34174","illinois"
"6185","Sister's Creek Mound 54 [11F]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6185","Sister's Creek Mound 54 [11F]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6185","Sister's Creek Mound 54 [11F]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6185","Sister's Creek Mound 54 [11F]","","Illinois","34174","illinois"
"6186","Ogden-Fettie Mound 191 [Mitchell Mound]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6186","Ogden-Fettie Mound 191 [Mitchell Mound]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6186","Ogden-Fettie Mound 191 [Mitchell Mound]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6186","Ogden-Fettie Mound 191 [Mitchell Mound]","","Illinois","34174","illinois"
"6187","Gooden Mound 86 [Tampico Group]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6187","Gooden Mound 86 [Tampico Group]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6187","Gooden Mound 86 [Tampico Group]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6187","Gooden Mound 86 [Tampico Group]","","Illinois","34174","illinois"
"6188","Hummel Camp [11F574]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6188","Hummel Camp [11F574]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6188","Hummel Camp [11F574]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6188","Hummel Camp [11F574]","","Illinois","34174","illinois"
"6189","Crable","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6189","Crable","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6189","Crable","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6189","Crable","","Illinois","34174","illinois"
"6190","Liverpool Mound Group","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6190","Liverpool Mound Group","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6190","Liverpool Mound Group","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6190","Liverpool Mound Group","","Illinois","34174","illinois"
"6191","Morton Mound 7 [11F7]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6191","Morton Mound 7 [11F7]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6191","Morton Mound 7 [11F7]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6191","Morton Mound 7 [11F7]","","Illinois","34174","illinois"
"6192","Morton Mound 10 [11F10]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6192","Morton Mound 10 [11F10]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6192","Morton Mound 10 [11F10]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6192","Morton Mound 10 [11F10]","","Illinois","34174","illinois"
"6193","Morton Mound 11 [11F11]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6193","Morton Mound 11 [11F11]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6193","Morton Mound 11 [11F11]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6193","Morton Mound 11 [11F11]","","Illinois","34174","illinois"
"6194","Morton Mound 12 [11F12]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6194","Morton Mound 12 [11F12]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6194","Morton Mound 12 [11F12]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6194","Morton Mound 12 [11F12]","","Illinois","34174","illinois"
"6195","Morton Mound 13 [11F13]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6195","Morton Mound 13 [11F13]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6195","Morton Mound 13 [11F13]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6195","Morton Mound 13 [11F13]","","Illinois","34174","illinois"
"6196","Morton Mound 680 [11F680]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6196","Morton Mound 680 [11F680]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6196","Morton Mound 680 [11F680]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6196","Morton Mound 680 [11F680]","","Illinois","34174","illinois"
"6197","Morton Mound 14 [11F14]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6197","Morton Mound 14 [11F14]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6197","Morton Mound 14 [11F14]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6197","Morton Mound 14 [11F14]","","Illinois","34174","illinois"
"6198","Morton Mound 15 [11F15]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6198","Morton Mound 15 [11F15]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6198","Morton Mound 15 [11F15]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6198","Morton Mound 15 [11F15]","","Illinois","34174","illinois"
"6199","Lundy [11JD140]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6199","Lundy [11JD140]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6199","Lundy [11JD140]","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6199","Lundy [11JD140]","","Illinois","34174","illinois"
"6200","Rock River","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6200","Rock River","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6200","Rock River","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6200","Rock River","","Illinois","34174","illinois"
"6201","New Milford","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6201","New Milford","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6201","New Milford","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6201","New Milford","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6201","New Milford","","Illinois","34174","illinois"
"6202","DeMange/Turner [11S447/50]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6202","DeMange/Turner [11S447/50]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6202","DeMange/Turner [11S447/50]","","Illinois","34174","illinois"
"6203","Atwood","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6203","Atwood","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6203","Atwood","","Illinois","34174","illinois"
"6204","Gross Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6204","Gross Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6204","Gross Farm","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6204","Gross Farm","","Illinois","34174","illinois"
"6205","Bellflower","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6205","Bellflower","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6205","Bellflower","","Illinois","34174","illinois"
"6206","Bamford Farm","""Bog"" extended and deepened for a stock well.","Sauk","34968","sauk"
"6206","Bamford Farm","""Bog"" extended and deepened for a stock well.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6206","Bamford Farm","""Bog"" extended and deepened for a stock well.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6206","Bamford Farm","""Bog"" extended and deepened for a stock well.","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6206","Bamford Farm","""Bog"" extended and deepened for a stock well.","Fox","34542","fox"
"6207","Shawneetown","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6207","Shawneetown","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6207","Shawneetown","","Shawnee","34408","shawnee-2"
"6207","Shawneetown","","Illinois","34174","illinois"
"6207","Shawneetown","","Mobilian Jargon","32577","mobilian-jargon"
"6208","Half Moon Lick","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6208","Half Moon Lick","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6208","Half Moon Lick","","Illinois","34174","illinois"
"6208","Half Moon Lick","","Mobilian Jargon","32577","mobilian-jargon"
"6209","Jewell Farm","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6209","Jewell Farm","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6209","Jewell Farm","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6209","Jewell Farm","","Illinois","34174","illinois"
"6210","Glencoe","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6210","Glencoe","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6210","Glencoe","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6210","Glencoe","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6210","Glencoe","","Illinois","34174","illinois"
"6211","Turner's Strippings","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6211","Turner's Strippings","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6211","Turner's Strippings","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6211","Turner's Strippings","","Illinois","34174","illinois"
"6212","South Fork Sangamon River","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6212","South Fork Sangamon River","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6212","South Fork Sangamon River","","Illinois","34174","illinois"
"6213","Evanston","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6213","Evanston","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6213","Evanston","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6213","Evanston","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6213","Evanston","","Illinois","34174","illinois"
"6214","Buckhart Sand and Gravel","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6214","Buckhart Sand and Gravel","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6214","Buckhart Sand and Gravel","","Illinois","34174","illinois"
"6215","Sangamon Valley Sand and Gravel Co.","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6215","Sangamon Valley Sand and Gravel Co.","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6215","Sangamon Valley Sand and Gravel Co.","","Illinois","34174","illinois"
"6216","Hill Top Ridge [416118]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6216","Hill Top Ridge [416118]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6216","Hill Top Ridge [416118]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6216","Hill Top Ridge [416118]","","Illinois","34174","illinois"
"6217","Crystal Lake [Fichen Farm]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6217","Crystal Lake [Fichen Farm]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6217","Crystal Lake [Fichen Farm]","","Hooc<U+0105>k (Ho-Chunk)","34758","ho-chunk"
"6217","Crystal Lake [Fichen Farm]","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6217","Crystal Lake [Fichen Farm]","","Illinois","34174","illinois"
"6218","Phillips Park","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6218","Phillips Park","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6218","Phillips Park","","Bodw<U+00E9>wadmimwen","34711","bodwewadmimwen"
"6218","Phillips Park","","Illinois","34174","illinois"
"6219","Danville","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6219","Danville","","Miami","34835","miami-2"
"6219","Danville","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6219","Danville","","Illinois","34174","illinois"
"6220","Beaucoup","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6220","Beaucoup","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6220","Beaucoup","","Illinois","34174","illinois"
"6221","Sandoval","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6221","Sandoval","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"6221","Sandoval","","Illinois","34174","illinois"
"6222","Bloomfield","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"6222","Bloomfield","","Miami","34835","miami-2"
"6222","Bloomfield","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
