FILINGPERIODNAME,REPORTTYPECODE,REPORTNAME,REGISTRANTTYPE,DATEFILED,AMENDEDDATE,COMMITTEE ID,REGISTRANTNAME,ELECTIONYEAR,BRANCH,FILINGYEAR,EXTENSION,COMMENTFLAG,ATTACHMENT,VIEWREPORTTYPE,CREATEDDATE,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,4/16/2021,0105788,Friends of Ron Tusler,,State Assembly  District No. 03,2020,,False,,1,2020-05-18T14:39:34.420,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900187,GMCC Direct Givers ,,,2020,,False,,1,2020-07-14T10:06:39.300,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/14/2020,,0500411,Iron Workers Local 8,,,2020,,False,,1,2020-07-14T10:05:12.920,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106018,Snodgrass for Assembly,,State Assembly  District No. 57,2020,,False,,1,2020-07-14T08:34:51.610,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104973,Friends of Dianne Hesselbein,,State Assembly  District No. 79,2020,,False,,1,2020-04-14T13:08:22.247,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900186,Citizens For Renewable Energy ,,,2020,,False,,1,2019-07-11T11:32:23.957,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0105427,Citizens for Justice Rebecca Bradley,,Supreme Court,2020,,False,,1,2020-01-12T17:01:17.617,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/14/2020,,0500459,Wisconsin Social Workers PAC,,,2020,,False,,1,2020-07-14T12:24:30.537,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/14/2020,,0501695,A Greater Madison Committee,,,2020,,False,,1,2020-07-14T10:10:23.127,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501692,WIA PAC,,,2020,,False,,1,2020-07-07T11:17:02.573,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501728,Network Health PAC  LLC,,,2020,,False,,1,2020-02-20T17:10:15.630,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900117,Funeral Service & Cremation Alliance for Good Govt. ,,,2020,,False,,1,2018-03-07T13:28:15.567,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500738,United Assn Political Act Fund,,,2020,,False,,0,2020-07-14T10:21:40.813,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,8/25/2020,0300017,Republican Party of Brown Co,,,2020,,False,,1,2020-02-13T09:38:33.270,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0105141,Wachs for Wisconsin,,Governor,2020,,False,,0,2020-07-14T10:53:01.183,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900246,Cellcom & NSight Direct Givers ,,,2020,,False,,1,2017-04-27T15:01:41.553,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106312,Moesch for Assembly,,State Assembly  District No. 06,2020,,False,,1,2020-06-15T13:11:48.773,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,9/13/2021,0300038,Democratic Party of Green County,,,2020,,False,,1,2020-01-17T10:54:41.563,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501443,SEIU Healthcare Wisconsin,,,2020,,False,,1,2020-01-10T14:41:22.380,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900269,Great Lakes Credit and Collection Assoc. Inc. WI Conduit ,,,2020,,False,,1,2020-07-14T10:42:21.513,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501170,WEAC Region 5 PAC,,,2020,,False,,1,2020-07-13T09:20:32.340,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501690,Aggregate Producers of Wisconsin Political Action Committee,,,2020,,False,,1,2020-01-15T13:33:55.290,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106176,Friends of Neil Kline,,State Assembly  District No. 29,2020,,False,,1,2020-01-17T09:12:03.720,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104183,Honadel for Assembly,,State Assembly  District No. 21,2020,,False,,1,2020-01-15T11:09:59.240,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900105,Aggregate Fund ,,,2020,,False,,1,2016-07-14T12:38:52.703,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900070,Truckers for WI Fund ,,,2020,,True,,1,2015-02-02T13:15:50.823,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0103687,Friends of Christine Sinicki,,State Assembly  District No. 20,2020,,False,,1,2020-04-26T11:09:27.600,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104251,Together With Jeff Smith,,State Senate  District No. 31,2020,,False,,1,2019-11-08T16:38:03.763,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900110,PSW Friends of Pharmacy Fund ,,,2020,,False,,1,2017-10-02T11:43:50.700,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0105472,Friends of Mark Spreitzer,,State Assembly  District No. 45,2020,,False,,1,2020-01-15T20:44:01.777,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104717,Knodl Assembly 24,,State Assembly  District No. 24,2020,,False,,1,2020-05-31T18:22:03.720,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501638,SC JOHNSON & SON INC POLITICAL ACTION COMMITTEE,,,2020,,True,,1,2020-01-07T15:39:09.317,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/14/2020,,0500707,National Federation of Independent Business Wisconsin Political Action Committee,,,2020,,False,,1,2020-06-26T08:42:08.227,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900026,The Northwestern Mutual Life Insurance Company Individual Political Contribution Account ,,,2020,,False,,1,2019-12-13T15:30:22.380,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500133,The Northwestern Mutual Life Insurance Company Political Action Committee,,,2020,,False,,1,2019-12-13T15:34:43.403,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104068,Citizens to Elect Michael Smith to State Assembly,,State Assembly  District No. 69,2020,,False,,0,2020-04-13T16:38:14.237,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500218,WI Truck Operators (W-TON),,,2020,,True,,1,2020-01-14T14:53:54.773,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900261,Insuring Wisconsin Conduit Growth Fund ,,,2020,,False,,1,2020-01-13T13:52:49.553,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0103891,Loeffelholz for Assembly,,State Assembly  District No. 49,2020,,False,,1,2019-01-13T14:12:07.900,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,9/20/2021,0105629,Friends of Paul Bugenhagen Jr,,Court of Appeals  District 02,2020,,False,,1,2020-07-13T12:51:21.613,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501393,Local 420 PAC,,,2020,,False,,1,2020-06-30T14:41:00.910,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106062,Kiley for Assembly,,State Assembly  District No. 02,2020,,False,,1,2019-09-26T13:06:41.387,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900245,Catholic Financial Life Conduit ,,,2020,,False,,1,2020-01-14T10:16:36.053,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900025,WI Insurance Alliance WIA/DGP ,,,2020,,False,,1,2020-07-07T11:15:57.203,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500032,Milwaukee Professional Firefighters Local 215,,,2020,,False,,1,2020-02-14T16:41:42.490,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,9/29/2021,0500487,LeadingAge WI PAC,,,2020,,False,,1,2020-05-28T08:51:26.613,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106199,Friends of Alex Dallman,,State Assembly  District No. 41,2020,,False,,1,2020-02-28T08:25:04.660,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501098,WALA PAC,,,2020,,False,,1,2019-10-08T09:00:19.807,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/14/2020,,0501271,Citizen Action of Wisconsin PAC,,,2020,,False,,1,2020-01-15T09:10:00.847,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900181,Nat'l Fed Independent Business Patriot Club ,,,2020,,False,,1,2019-01-14T11:11:07.450,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106129,Jill for Justice,,Supreme Court,2020,,False,,1,2020-02-11T14:55:25.483,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106121,Kiefer for Judge,,Milwaukee County Circuit Court  Branch 29,2020,,False,,1,2020-03-27T16:28:37.973,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,8/12/2023,0106213,Armstrong for State Assembly,,State Assembly  District No. 75,2020,,False,19871204-830a-4a80-b3bd-44affa0093a9714202020354PM.pdf,1,2020-03-26T12:19:09.117,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,,0300035,Dodge County Democratic Party,,,2020,,False,,1,2020-03-05T14:51:03.223,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500212,WI State AFL-CIO,,,2020,,True,,1,2020-07-14T13:52:54.447,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106282,Underly for WI,,Superintendent of Public Instruction,2020,,False,,1,2020-05-04T15:37:51.477,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,8/27/2021,0106187,Andrew McKinney for Senate,,State Senate  District No. 16,2020,,False,,1,2020-03-20T12:04:14.333,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500193,Insuring Wisconsin PAC,,,2020,,False,,1,2019-10-14T09:03:33.220,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106219,Aaron4MKE,,State Assembly  District No. 10,2020,,False,313582c7-03d7-487a-a8a2-80d0bd0d1c99714202022407PM.pdf,1,2020-04-06T14:48:28.787,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,7/21/2020,0300135,Outagamie Co Republican Party,,,2020,,False,,1,2019-11-04T16:24:14.393,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106241,Citizens for Sylvia Ortiz-Velez,,State Assembly  District No. 08,2020,,False,,1,2020-04-14T16:25:09.713,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,,0300096,La Crosse County Republican Party,,,2020,,False,,1,2020-07-08T10:47:59.403,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,1/3/2023,0300016,Democratic Party of Brown County,,,2020,,True,,1,2020-07-14T14:27:36.847,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501727,RENEW Wisconsin Energy Fund  Inc. PAC,,,2020,,False,,1,2020-01-09T12:23:50.420,
July Continuing 2020,EB2,Committee Report,Independent Expenditure Committee,7/14/2020,,1100010,Planned Parenthood Advocates of Wisconsin Political Fund,,,2020,,False,,1,2020-01-14T21:11:04.350,
July Continuing 2020,EB50,Segregated Fund,Political Party,7/14/2020,1/3/2023,0300016,Democratic Party of Brown County,,,2020,,True,,1,2020-07-14T14:27:36.847,
July Continuing 2020,EB2,Committee Report,Independent Expenditure Committee,7/14/2020,,1100012,Greater Wisconsin Political Independent Expenditure Fund,,,2020,,False,,1,2020-07-14T14:34:54.127,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501739,Professional Insurance Agents PAC,,,2020,,False,,1,2020-01-10T14:04:21.693,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0105375,Noble Campaign Committee,,State Assembly  District No. 69,2020,,False,,1,2020-06-01T15:06:25.770,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,9/21/2021,0300473,Wisconsin Young Republicans,,,2020,,False,,1,2019-07-03T11:00:52.620,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501272,Greater Wisconsin Committee Political Action Committee,,,2020,,False,,1,2020-01-15T14:58:52.600,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501002,Planned Parenthood Advocates of WI Election Fund,,,2020,,False,,1,2020-01-14T21:09:25.207,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,1/11/2021,0105446,Kulp For Assembly,,State Assembly  District No. 69,2020,,False,,1,2020-07-13T16:16:10.010,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501506,Common Sense Independents PAC,,,2020,,False,,1,2020-01-14T09:05:47.407,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,7/13/2021,0500110,Metro Milw Assn of Commerce,,,2020,,False,,1,2019-12-30T15:26:28,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500132,WEAC Region 1 PAC,,,2020,,False,,1,2020-07-14T14:50:15.090,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900270,Planned Parenthood Advocates of WI Conduit ,,,2020,,False,,1,2020-01-14T21:12:27.760,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0105319,Murphy for Assembly Committee,,State Assembly  District No. 56,2020,,False,,1,2020-05-27T10:11:32.107,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500842,Volunteers for Agriculture VFA,,,2020,,False,,1,2019-12-19T10:01:01.823,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,2/15/2021,0106036,Joel for Wisconsin,,State Assembly  District No. 63,2020,,False,,1,2020-05-11T14:44:53.310,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104433,Citizens for Chisholm,,Milwaukee County District Attorney,2020,,False,,0,2020-04-16T09:43:41.850,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/14/2020,,0501399,NECA PAC,,,2020,,False,,1,2020-07-14T15:22:35.423,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0104160,Friends of Judge Audrey Skwierawski,,Milwaukee County Circuit Court  Branch 41,2020,,False,,1,2018-12-28T16:19:41.410,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,7/30/2020,0106279,Friends of Ozell Cox,,State Assembly  District No. 12,2020,,False,,1,2020-04-30T17:10:39.137,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,9/5/2020,0106284,Deb Silvers,,State Assembly  District No. 40,2020,,False,,0,2020-07-14T10:28:36.670,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0102969,Friends of Rob Kreibich,,State Assembly  District No. 93,2020,,False,,1,2009-01-30T16:49:35.510,
July Continuing 2020,EB10,Conduit Report,Conduit,7/14/2020,,0900079,MMAC Conduit ,,,2020,,False,,1,2020-07-14T13:46:32.973,
July Continuing 2020,EB10A,Conduit Report - No Activity,Conduit,7/14/2020,,0900280,Hometown Pharmacy Conduit ,,,2020,,False,,1,2020-01-17T08:05:17.113,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106322,Vote For Berge,,State Assembly  District No. 68,2020,,False,,1,2020-06-12T12:48:08.687,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0103971,Judge Kussel for Circuit Court,,Menominee-Shawano County Circ Ct  Branch 02,2020,,False,,1,2020-07-14T15:47:52.740,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0105905,Forward With Flynn,,Governor,2020,,False,,0,2018-09-14T10:28:37.677,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,2/8/2021,0106193,Friends of Sue Conley,,State Assembly  District No. 44,2020,,False,c765737b-1264-4e1d-b095-f1343087d7bb714202040850PM.pdf,1,2020-02-20T18:06:42.833,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,9/13/2021,0300186,Sawyer County Republican Party,,,2020,,False,,1,2019-03-21T10:09:17.700,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,10/8/2020,0501266,Keeping the Cows in WI,,,2020,,False,,1,2020-01-14T17:18:28.680,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,1/13/2021,0104609,Dallet for Justice,,Supreme Court,2020,,False,,1,2019-10-28T19:52:50.007,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0501006,Concerned Realtors Committee,,,2020,,False,,1,2020-07-14T10:31:22.580,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,9/8/2021,0104274,Jason Fields for 11th Assembly,,State Assembly  District No. 11,2020,,False,,0,2020-07-14T14:31:43.043,
July Continuing 2020,EB2,Committee Report,PAC,7/14/2020,,0500894,Plumbers and Steamfitters 11 PAC WI,,,2020,,False,,1,2020-06-04T14:53:12.703,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106260,Walton for Wisconsin,,State Assembly  District No. 17,2020,,False,,1,2020-04-23T12:38:32.690,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,,0300047,Democratic Party of Rock County,,,2020,,False,,1,2019-12-31T13:37:24.103,
July Continuing 2020,EB2A,Committee Report - No Activity,State Candidate,7/14/2020,,0106245,Friends For Marc Adam Ciske,,State Assembly  District No. 82,2020,,False,,1,2020-04-16T21:20:59.690,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106254,JoAnna for Wisconsin,,State Assembly  District No. 08,2020,,False,,1,2020-04-21T14:36:02.200,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106291,Aaron Damrau for Menominee-Shawano County District Attorney,,Menominee-Shawano County District Attorney,2020,,False,,1,2020-05-07T17:21:17.233,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0105009,Friends of Mike Kuglitsch,,State Assembly  District No. 84,2020,,False,,1,2020-04-14T12:39:06.960,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106037,Shelton for Judge,,Milwaukee County Circuit Court  Branch 40,2020,,False,,1,2020-07-14T09:15:13.637,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,5/4/2021,0106163,Chase Binnie for Assembly,,State Assembly  District No. 80,2020,,False,,1,2019-12-01T21:47:32.953,
July Continuing 2020,EB2,Committee Report,Political Party,7/14/2020,,0300056,Republican Party of Dodge County,,,2020,,False,,1,2020-07-14T09:23:42.740,
July Continuing 2020,EB2,Committee Report,State Candidate,7/14/2020,,0106146,Committee to Retain Judge Beau Liegeois,,Brown County Circuit Court  Branch 08,2020,,False,,1,2019-09-29T19:40:37.120,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,10/19/2023,0106243,Smith For Assembly,,State Assembly  District No. 80,2020,,False,,1,2020-04-16T18:58:48.620,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106174,Hansen for Wisconsin,,State Senate  District No. 30,2020,,False,,1,2020-01-10T00:48:27.070,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,4/26/2021,0106184,IZZY FOR ASSEMBLY,,State Assembly  District No. 39,2020,,False,,1,2020-02-08T07:45:20.377,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,4/12/2021,0500192,WH&LA PAC,,,2020,,True,,1,2020-06-30T08:54:41.277,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,10/27/2021,0106328,Donnie Herman for Assembly,,State Assembly  District No. 54,2020,,False,,1,2020-06-01T13:13:32.230,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/21/2020,,0900201,WH&LA Conduit ,,,2020,,False,,1,2019-03-11T14:08:29.590,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0104146,Donohue for 26th Assembly,,State Assembly  District No. 26,2020,,False,,1,2020-05-20T16:31:22.693,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0501692,WIA PAC,,,2020,,False,,1,2020-07-07T11:17:02.573,
September Report 2020,EB10,Conduit Report,Conduit,9/21/2020,,0900280,Hometown Pharmacy Conduit ,,,2020,,False,,1,2020-08-26T11:58:14.657,
September Report 2020,EB2A,Committee Report - No Activity,PAC,9/21/2020,,0500707,National Federation of Independent Business Wisconsin Political Action Committee,,,2020,,False,,1,2020-06-26T08:42:08.227,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/21/2020,,0900181,Nat'l Fed Independent Business Patriot Club ,,,2020,,False,,1,2019-01-14T11:11:07.450,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,7/13/2023,0105087,Duey for Senate,,State Senate  District No. 20,2020,,False,,1,2020-05-06T09:16:12.960,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105988,Kapsner for Wisconsin,,State Assembly  District No. 67,2020,,False,,1,2020-04-17T12:00:14.833,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0500032,Milwaukee Professional Firefighters Local 215,,,2020,,False,,1,2020-02-14T16:41:42.490,
September Report 2020,EB10,Conduit Report,Conduit,9/21/2020,,0900025,WI Insurance Alliance WIA/DGP ,,,2020,,False,,1,2020-07-07T11:15:57.203,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0104251,Together With Jeff Smith,,State Senate  District No. 31,2020,,False,,1,2019-11-08T16:38:03.763,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/21/2020,,0900053,Sentry Ins Employees' Conduit ,,,2020,,False,,1,2019-12-20T10:35:13.760,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0500046,WMC Political Action Committee,,,2020,,False,,1,2020-07-13T15:39:21.253,
September Report 2020,EB10,Conduit Report,Conduit,9/21/2020,,0900007,WMC Conduit ,,,2020,,False,,1,2020-07-08T14:51:30.090,
September Report 2020,EB10,Conduit Report,Conduit,9/21/2020,,0900186,Citizens For Renewable Energy ,,,2020,,False,,1,2019-07-11T11:32:23.957,
September Report 2020,EB10,Conduit Report,Conduit,9/21/2020,,0900098,Alliant Energy PCA ,,,2020,,False,,1,2017-07-18T15:13:42.280,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0500204,Alliant Energy WI Gov Act Cte,,,2020,,False,,1,2020-07-13T11:05:47.370,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,4/12/2021,0105580,Richard Pulcher Wisconsin Assembly District 87 Campaign,,State Assembly  District No. 87,2020,,False,,1,2020-02-03T13:35:13.140,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/21/2020,,0105582,Rohrkaste for Assembly,,State Assembly  District No. 55,2020,,True,,0,2018-05-06T19:18:04.787,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,4/22/2022,0106283,Shaun for Rural Wisconsin,,State Assembly  District No. 49,2020,,True,,1,2020-08-04T16:36:51.990,
September Report 2020,EB2,Committee Report,Political Party,9/21/2020,9/15/2021,0300222,Democratic Party of Walworth County,,,2020,,False,,1,2020-01-13T13:11:52.427,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,9/12/2021,0104514,Friends of Paul Tittl,,State Assembly  District No. 25,2020,,False,,1,2020-05-13T15:19:52.230,
Fall Pre-Election 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106237,Pete Kohlhoff for Assembly,2020,State Assembly  District No. 54,2020,,False,,0,2020-04-14T09:24:56.390,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,9/30/2021,0106266,Terry Lyon for Assembly,,State Assembly  District No. 46,2020,,False,,1,2020-07-13T18:13:06.073,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0103168,Olsen for Senate,,State Senate  District No. 14,2020,,False,,1,2020-01-05T12:28:46.550,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,1/15/2021,0105973,Gae Magnafici for Wisconsin,,State Assembly  District No. 28,2020,,False,,1,2020-05-04T12:49:14.800,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106291,Aaron Damrau for Menominee-Shawano County District Attorney,,Menominee-Shawano County District Attorney,2020,,False,,1,2020-05-07T17:21:17.233,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,9/21/2020,0105209,Friends of Melissa Sargent,,State Senate  District No. 16,2020,,False,,1,2020-07-22T10:45:42.627,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106186,Friends Of Scott Barker,,State Senate  District No. 16,2020,,False,,1,2020-07-13T15:01:55.347,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105561,Friends of Janel,,State Assembly  District No. 22,2020,,False,,1,2020-04-30T09:17:24.850,
September Report 2020,EB10A,Conduit Report - No Activity,Conduit,9/21/2020,,0900270,Planned Parenthood Advocates of WI Conduit ,,,2020,,False,,1,2020-01-14T21:12:27.760,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,10/22/2020,0106188,Stewart for Assembly,,State Assembly  District No. 48,2020,,False,,1,2020-02-14T14:49:24.283,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0501196,Forest Co Potawatomi Comm PAC,,,2020,,False,,1,2020-01-14T14:26:16.693,
September Report 2020,EB2,Committee Report,Independent Expenditure Committee,9/21/2020,,1100118,Voters First Wisconsin Committee,,,2020,,False,,1,2020-08-03T12:26:49.620,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0101856,Friends Of Steve Doyle,,State Assembly  District No. 94,2020,,False,,1,2020-08-03T10:56:05.347,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0104967,Friends of John Imes,,State Senate  District No. 26,2020,,False,,1,2020-06-10T15:57:50.307,
September Report 2020,EB2,Committee Report,Independent Expenditure Committee,9/21/2020,9/21/2021,1100113,SEIU Wisconsin State Council Independent Expenditure Committee,,,2020,,False,2e079b0b-f978-432a-92a2-a36d9609d99b921202064222PM.pdf,1,2020-02-18T14:02:28.613,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,,0501002,Planned Parenthood Advocates of WI Election Fund,,,2020,,False,,1,2020-01-14T21:09:25.207,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106271,Samuel Anderson For Assembly,,State Assembly  District No. 48,2020,,False,,1,2020-05-07T20:07:25.543,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,5/7/2021,0106280,Committee to Elect Michelle Bryant,,State Senate  District No. 06,2020,,False,,1,2020-05-04T16:16:44.210,
September Report 2020,EB2A,Committee Report - No Activity,State Candidate,9/21/2020,,0106127,Barret Galauner for State Assembly - (write-in p),,State Assembly  District No. 49,2020,,False,,1,2020-07-23T15:52:58.243,
September Report 2020,EB2,Committee Report,PAC,9/21/2020,9/19/2021,0501743,Blacks for Political and Social Action of Dane County,,,2020,,True,,1,2020-03-13T16:13:46.590,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0106316,DeYoung for Assembly District 83,,State Assembly  District No. 83,2020,,False,,0,2020-04-22T13:05:24.243,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105237,Jagler For Assembly,,State Assembly  District No. 37,2020,,False,,1,2020-04-17T16:06:50.840,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,5/3/2021,0106308,Bangstad for Wisconsin,,State Assembly  District No. 34,2020,,False,,1,2020-05-15T16:21:37.010,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,11/12/2020,0106318,Connelly For 53,,State Assembly  District No. 53,2020,,False,,1,2020-05-27T20:28:55.657,
September Report 2020,EB2,Committee Report,State Candidate,9/21/2020,,0105539,Steffen for Wisconsin,,State Assembly  District No. 04,2020,,False,,1,2020-05-07T14:12:54.050,
